age,workclass,fnlwgt,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,education_level,occupation_grouped,native_region,age_group
59,private,35411,9,widowed,single,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
41,private,190885,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,service,north america,36-45
31,private,182162,9,married,female spouse,white,female,0,0,37,<=50k,secondary-school graduate,white collar,north america,26-35
18,private,352640,9,single,child,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,<18
64,self-employed,213945,9,married,male spouse,white,male,0,0,50,<=50k,secondary-school graduate,blue collar,north america,61-75
51,self-employed,135102,9,married,male spouse,white,male,0,0,65,<=50k,secondary-school graduate,blue collar,north america,46-60
47,self-employed,102583,13,single,single,white,male,0,0,35,<=50k,tertiary,white collar,north america,46-60
68,private,225612,13,widowed,single,white,male,0,0,35,>50k,tertiary,white collar,north america,61-75
32,private,241802,9,married,female spouse,other,female,0,0,40,<=50k,secondary-school graduate,service,north america,26-35
39,private,347434,5,married,male spouse,white,male,0,0,43,<=50k,secondary,blue collar,north america,36-45
37,private,305259,12,divorced or separated,single,white,female,0,0,48,<=50k,associate,white collar,north america,36-45
29,private,140830,9,single,child,white,female,0,0,40,<=50k,secondary-school graduate,service,north america,26-35
44,private,291568,9,married,male spouse,other,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
46,private,203067,15,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,46-60
40,self-employed,155106,5,married,male spouse,white,male,0,0,40,>50k,secondary,blue collar,north america,36-45
19,unknown,252752,9,single,child,black,male,0,0,35,<=50k,secondary-school graduate,unknown,north america,18-25
65,unknown,404601,9,married,male spouse,white,male,2414,0,30,<=50k,secondary-school graduate,unknown,north america,61-75
52,government,100226,13,married,female spouse,white,female,0,0,40,>50k,tertiary,white collar,north america,46-60
40,private,63503,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,36-45
61,private,95929,5,divorced or separated,single,white,male,0,0,40,<=50k,secondary,service,north america,61-75
30,private,187618,9,married,male spouse,white,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,26-35
61,self-employed,92178,7,married,male spouse,white,male,0,0,40,<=50k,secondary,service,north america,61-75
33,private,220362,11,married,male spouse,white,male,0,0,84,>50k,associate,blue collar,north america,26-35
32,government,209900,13,married,male spouse,white,male,0,0,65,>50k,tertiary,white collar,north america,26-35
32,private,272376,12,single,single,white,female,0,0,40,<=50k,associate,white collar,north america,26-35
32,self-employed,173854,13,divorced or separated,extended relative,white,male,0,0,35,>50k,tertiary,white collar,north america,26-35
37,private,278924,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
53,private,324568,7,married,male spouse,white,male,0,0,45,<=50k,secondary,blue collar,north america,46-60
51,self-employed,124963,14,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,46-60
29,private,211299,11,single,single,black,male,0,0,45,<=50k,associate,white collar,north america,26-35
48,private,192791,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
69,private,182862,9,single,single,white,male,15831,0,40,>50k,secondary-school graduate,blue collar,north america,61-75
28,private,46868,14,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
55,government,31365,13,widowed,single,white,female,0,0,40,>50k,tertiary,white collar,north america,46-60
45,private,148171,11,married,male spouse,white,male,15024,0,40,>50k,associate,blue collar,north america,36-45
18,private,142647,10,single,child,white,female,0,0,20,<=50k,some college,service,north america,<18
60,private,116230,4,married,male spouse,white,male,0,0,40,<=50k,primary,blue collar,north america,46-60
38,private,108907,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,other,36-45
19,private,495982,10,single,child,white,male,0,0,10,<=50k,some college,white collar,north america,18-25
18,private,334026,7,single,child,white,male,0,0,25,<=50k,secondary,blue collar,north america,<18
33,private,268571,10,married,male spouse,white,male,0,0,40,<=50k,some college,service,north america,26-35
33,private,213813,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,white collar,north america,26-35
29,private,241667,14,single,single,white,female,0,0,45,<=50k,tertiary,white collar,north america,26-35
37,private,160920,10,married,male spouse,white,male,0,0,45,<=50k,some college,white collar,north america,36-45
50,private,107265,9,married,male spouse,white,male,0,0,50,>50k,secondary-school graduate,blue collar,north america,46-60
19,unknown,41609,10,single,child,white,male,0,0,10,<=50k,some college,unknown,north america,18-25
28,private,129460,6,widowed,single,white,female,0,2238,35,<=50k,secondary,white collar,north america,26-35
43,unknown,109912,13,married,female spouse,white,female,0,0,7,>50k,tertiary,unknown,north america,36-45
23,private,167424,10,single,child,white,female,0,0,35,<=50k,some college,service,north america,18-25
47,private,270079,4,married,male spouse,white,male,0,0,40,<=50k,primary,blue collar,north america,46-60
21,private,325923,10,single,child,white,male,0,0,35,<=50k,some college,white collar,north america,18-25
19,private,194905,10,single,child,white,female,0,0,12,<=50k,some college,service,north america,18-25
47,government,183486,13,married,female spouse,white,female,0,0,50,>50k,tertiary,white collar,north america,46-60
36,government,153066,14,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,36-45
62,self-employed,56248,13,married,male spouse,white,male,0,2415,60,>50k,tertiary,blue collar,north america,61-75
65,private,105252,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,white collar,north america,61-75
46,self-employed,168195,15,married,male spouse,white,male,0,1902,45,>50k,tertiary,white collar,north america,46-60
35,private,167735,7,single,child,white,male,6849,0,40,<=50k,secondary,blue collar,north america,26-35
50,private,146310,5,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,46-60
20,private,256504,10,single,child,white,female,0,0,6,<=50k,some college,white collar,north america,18-25
17,private,121425,7,single,child,white,female,0,0,16,<=50k,secondary,white collar,north america,<18
33,private,146440,10,married,male spouse,white,male,0,1740,40,<=50k,some college,blue collar,north america,26-35
57,unknown,155259,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,unknown,north america,46-60
53,self-employed,98829,13,married,male spouse,white,male,0,0,50,<=50k,tertiary,white collar,north america,46-60
47,self-employed,239321,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,46-60
62,self-employed,134768,14,married,male spouse,white,male,0,0,35,<=50k,tertiary,white collar,north america,61-75
35,private,556902,9,divorced or separated,single,black,male,0,0,40,<=50k,secondary-school graduate,service,north america,26-35
27,private,47907,13,single,single,white,female,0,0,43,<=50k,tertiary,white collar,north america,26-35
23,private,114357,9,single,child,white,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,18-25
27,private,189462,14,single,single,white,female,0,1504,45,<=50k,tertiary,white collar,north america,26-35
39,private,90646,11,divorced or separated,single,white,female,0,0,40,<=50k,associate,white collar,north america,36-45
25,private,232914,13,married,female spouse,black,female,0,0,38,<=50k,tertiary,white collar,north america,18-25
24,private,192201,10,single,single,black,female,0,0,20,<=50k,some college,white collar,north america,18-25
23,private,27776,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,service,north america,18-25
29,private,137476,13,married,female spouse,white,female,0,0,35,>50k,tertiary,white collar,north america,26-35
30,private,100734,13,married,female spouse,white,female,0,0,38,<=50k,tertiary,white collar,north america,26-35
34,private,111746,9,divorced or separated,single,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,europe,26-35
32,private,184833,6,divorced or separated,single,white,female,0,0,40,<=50k,secondary,blue collar,north america,26-35
18,private,414721,7,single,child,black,male,0,1602,23,<=50k,secondary,service,north america,<18
20,private,151780,11,single,single,black,female,0,0,35,<=50k,associate,white collar,north america,18-25
38,government,203628,13,married,male spouse,white,male,0,0,45,>50k,tertiary,white collar,north america,36-45
18,private,137363,8,single,child,white,female,0,0,20,<=50k,secondary,service,north america,<18
41,private,172307,5,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,36-45
21,private,273403,11,single,single,white,female,0,0,50,<=50k,associate,service,north america,18-25
36,government,37931,9,married,male spouse,white,male,0,0,48,>50k,secondary-school graduate,service,north america,36-45
61,private,97030,10,divorced or separated,single,white,female,0,0,30,<=50k,some college,service,north america,61-75
30,private,54608,10,married,male spouse,white,male,0,0,48,<=50k,some college,blue collar,north america,26-35
26,private,108542,10,married,male spouse,white,male,0,0,40,>50k,some college,white collar,north america,26-35
27,private,253814,13,married,female spouse,white,female,0,0,40,>50k,tertiary,white collar,north america,26-35
45,private,421412,9,married,male spouse,white,male,0,0,45,>50k,secondary-school graduate,blue collar,north america,36-45
47,private,207140,9,divorced or separated,single,white,female,0,0,38,<=50k,secondary-school graduate,white collar,north america,46-60
29,private,46987,9,single,single,white,female,0,0,55,<=50k,secondary-school graduate,white collar,north america,26-35
51,self-employed,183173,9,married,male spouse,white,male,0,0,70,>50k,secondary-school graduate,white collar,north america,46-60
34,government,229531,12,married,male spouse,white,male,0,0,60,<=50k,associate,white collar,north america,26-35
42,self-employed,320744,9,married,male spouse,white,male,3908,0,45,<=50k,secondary-school graduate,white collar,north america,36-45
26,private,257405,3,single,extended relative,black,male,0,0,40,<=50k,primary,blue collar,north america,26-35
20,government,432052,10,single,single,white,male,0,0,15,<=50k,some college,blue collar,north america,18-25
43,private,397280,12,single,single,white,male,0,0,50,>50k,associate,white collar,north america,36-45
20,private,38001,10,single,child,white,female,0,0,20,<=50k,some college,service,north america,18-25
27,private,101618,9,married,male spouse,white,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,26-35
46,government,332727,10,married,male spouse,white,male,0,0,40,>50k,some college,blue collar,north america,46-60
39,private,115215,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
33,private,178449,10,single,single,white,male,0,0,49,<=50k,some college,white collar,north america,26-35
42,private,185267,11,married,male spouse,white,male,0,0,32,<=50k,associate,white collar,north america,36-45
23,private,410439,9,single,child,white,male,0,0,25,<=50k,secondary-school graduate,white collar,north america,18-25
29,private,85572,13,married,female spouse,white,female,0,0,42,>50k,tertiary,white collar,north america,26-35
27,private,83517,9,single,child,white,male,0,0,60,<=50k,secondary-school graduate,blue collar,north america,26-35
43,self-employed,194726,9,divorced or separated,child,white,male,0,0,35,<=50k,secondary-school graduate,blue collar,north america,36-45
23,private,322674,10,single,single,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
40,government,34540,14,divorced or separated,single,white,female,0,0,44,<=50k,tertiary,white collar,north america,36-45
35,government,211073,10,married,male spouse,white,male,0,0,61,>50k,some college,service,north america,26-35
30,private,194901,9,single,extended relative,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
59,private,117059,7,married,male spouse,american indian or eskimo,male,0,0,40,<=50k,secondary,blue collar,north america,46-60
65,self-employed,78875,10,married,male spouse,white,male,2290,0,40,<=50k,some college,white collar,north america,61-75
28,private,51461,14,married,male spouse,white,male,0,0,60,<=50k,tertiary,white collar,north america,26-35
79,private,266119,13,married,male spouse,white,male,0,0,40,<=50k,tertiary,white collar,north america,76+
43,government,92374,14,married,female spouse,black,female,0,0,35,>50k,tertiary,white collar,north america,36-45
54,private,175262,4,married,male spouse,white,male,0,0,40,<=50k,primary,blue collar,north america,46-60
27,private,208249,9,married,male spouse,white,male,0,0,62,<=50k,secondary-school graduate,blue collar,north america,26-35
30,private,196385,13,married,male spouse,white,male,15024,0,35,>50k,tertiary,white collar,north america,26-35
22,unknown,110622,13,single,child,asian or pacific islander,female,0,0,15,<=50k,tertiary,unknown,asia,18-25
34,private,146980,9,married or separated,single,white,female,0,0,65,<=50k,secondary-school graduate,service,north america,26-35
18,private,112974,7,single,extended relative,white,male,0,0,3,<=50k,secondary,white collar,north america,<18
40,self-employed,175943,11,married,female spouse,white,female,0,1977,15,>50k,associate,white collar,north america,36-45
28,private,163265,5,married,male spouse,white,male,4508,0,40,<=50k,secondary,white collar,north america,26-35
18,private,210932,9,single,child,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,<18
46,private,145290,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,46-60
23,private,198992,9,single,child,white,female,0,0,35,<=50k,secondary-school graduate,white collar,north america,18-25
77,unknown,174887,10,married,male spouse,white,male,0,0,6,<=50k,some college,unknown,north america,76+
41,government,36651,14,married,male spouse,white,male,0,1848,40,>50k,tertiary,white collar,north america,36-45
48,private,190072,10,divorced or separated,single,white,male,0,0,50,>50k,some college,white collar,north america,46-60
29,private,49087,13,single,single,white,male,0,0,50,<=50k,tertiary,white collar,north america,26-35
41,private,126622,7,divorced or separated,single,white,female,0,0,40,<=50k,secondary,blue collar,north america,36-45
41,private,174189,5,divorced or separated,single,white,male,0,0,40,<=50k,secondary,service,north america,36-45
34,private,118605,12,married,male spouse,white,male,0,0,55,<=50k,associate,white collar,north america,26-35
49,self-employed,377622,12,divorced or separated,single,white,male,0,0,50,<=50k,associate,white collar,north america,46-60
49,private,157272,9,divorced or separated,single,white,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,46-60
30,private,78530,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
28,private,190391,13,single,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,26-35
62,government,162678,13,married,male spouse,white,male,0,0,40,<=50k,tertiary,white collar,north america,61-75
41,private,103980,10,married,male spouse,white,male,0,0,52,<=50k,some college,white collar,north america,36-45
20,private,293726,10,single,single,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
61,private,98350,1,married or separated,single,asian or pacific islander,male,0,0,40,<=50k,preschool,service,asia,61-75
30,private,207668,13,single,single,white,male,0,0,60,<=50k,tertiary,white collar,europe,26-35
29,government,41013,15,single,single,white,female,0,0,55,<=50k,tertiary,white collar,north america,26-35
50,private,188186,14,divorced or separated,single,white,female,0,1590,45,<=50k,tertiary,white collar,north america,46-60
44,government,320071,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,36-45
25,private,306908,13,married,male spouse,white,male,0,0,45,>50k,tertiary,white collar,north america,18-25
62,private,167652,11,divorced or separated,single,white,female,0,0,40,<=50k,associate,white collar,north america,61-75
57,private,173580,10,widowed,single,white,female,0,0,40,<=50k,some college,blue collar,north america,46-60
35,private,273612,13,single,single,white,male,0,0,45,<=50k,tertiary,white collar,north america,26-35
26,private,195555,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
60,private,186446,4,married,female spouse,white,female,0,0,40,<=50k,primary,blue collar,north america,46-60
22,private,418405,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
62,government,41793,14,divorced or separated,single,white,female,0,0,50,<=50k,tertiary,white collar,other,61-75
26,private,183965,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
26,private,354784,10,single,child,white,male,0,0,20,<=50k,some college,white collar,north america,26-35
44,private,198096,13,married,male spouse,white,male,7688,0,40,>50k,tertiary,white collar,north america,36-45
32,private,732102,13,single,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,26-35
66,self-employed,97847,13,married,male spouse,white,male,0,0,50,<=50k,tertiary,white collar,north america,61-75
24,private,196678,1,single,child,white,female,0,0,30,<=50k,preschool,blue collar,north america,18-25
19,private,320014,10,single,child,white,male,0,0,25,<=50k,some college,service,north america,18-25
54,self-employed,298215,13,married,male spouse,white,male,0,0,50,>50k,tertiary,white collar,north america,46-60
37,private,295127,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
38,private,368140,13,married,male spouse,white,male,0,0,50,>50k,tertiary,white collar,north america,36-45
37,self-employed,187411,13,married,male spouse,white,male,0,0,50,<=50k,tertiary,blue collar,other,36-45
22,unknown,121070,10,single,child,white,male,0,0,35,<=50k,some college,unknown,north america,18-25
34,private,212163,10,married,male spouse,white,male,0,0,25,<=50k,some college,white collar,north america,26-35
35,self-employed,108198,9,divorced or separated,child,american indian or eskimo,male,0,0,15,<=50k,secondary-school graduate,blue collar,north america,26-35
42,government,294431,14,married,male spouse,white,male,0,0,40,<=50k,tertiary,white collar,north america,36-45
47,government,202560,13,married,female spouse,white,female,0,0,40,>50k,tertiary,white collar,north america,46-60
29,self-employed,266070,13,divorced or separated,single,white,female,0,0,80,<=50k,tertiary,white collar,north america,26-35
34,private,346122,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
38,self-employed,308686,13,married,male spouse,white,male,0,0,70,>50k,tertiary,white collar,north america,36-45
62,self-employed,236096,9,divorced or separated,single,black,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,61-75
35,private,187711,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
37,private,238959,9,married,female spouse,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
47,private,93557,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
37,private,329980,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,36-45
22,private,125010,11,single,single,white,female,0,0,30,<=50k,associate,service,north america,18-25
60,self-employed,90915,7,married,male spouse,white,male,0,0,40,>50k,secondary,blue collar,north america,46-60
31,private,289731,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,26-35
74,unknown,33114,6,married,male spouse,american indian or eskimo,male,1797,0,30,<=50k,secondary,unknown,north america,61-75
63,private,206052,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,61-75
30,private,191385,7,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,26-35
44,unknown,268804,9,married,male spouse,black,male,0,0,30,<=50k,secondary-school graduate,unknown,north america,36-45
40,self-employed,191429,15,married,male spouse,white,male,15024,0,40,>50k,tertiary,white collar,north america,36-45
35,self-employed,199753,10,married,male spouse,white,male,0,0,60,<=50k,some college,service,north america,26-35
50,government,92486,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,46-60
18,private,171088,10,single,child,white,female,0,0,10,<=50k,some college,white collar,north america,<18
33,private,112820,11,married,male spouse,white,male,0,0,40,<=50k,associate,service,north america,26-35
59,self-employed,32855,4,married,male spouse,white,male,0,0,70,<=50k,primary,blue collar,north america,46-60
17,private,142964,7,single,child,white,male,0,0,20,<=50k,secondary,service,north america,<18
47,private,89146,9,married,male spouse,american indian or eskimo,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,46-60
51,unknown,147015,10,divorced or separated,single,black,male,0,0,50,<=50k,some college,unknown,north america,46-60
26,private,291968,13,single,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,26-35
32,government,29235,10,married,female spouse,white,female,0,0,40,>50k,some college,service,europe,26-35
55,private,238216,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
36,government,323726,10,single,single,black,female,0,0,40,<=50k,some college,white collar,north america,36-45
54,private,141663,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,white collar,north america,46-60
19,unknown,218471,9,single,child,white,female,0,1602,30,<=50k,secondary-school graduate,unknown,north america,18-25
32,private,118551,14,single,single,white,female,0,0,45,>50k,tertiary,white collar,north america,26-35
52,government,35092,16,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,46-60
39,private,139703,9,married or separated,single,black,female,0,0,28,<=50k,secondary-school graduate,white collar,central america,36-45
39,government,206190,9,single,single,white,female,0,0,45,<=50k,secondary-school graduate,white collar,north america,36-45
59,self-employed,178353,9,married,male spouse,white,male,0,0,50,>50k,secondary-school graduate,white collar,north america,46-60
55,government,169133,13,divorced or separated,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,46-60
54,self-employed,103179,9,married,male spouse,white,male,0,0,60,>50k,secondary-school graduate,blue collar,north america,46-60
31,private,354464,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,service,north america,26-35
19,unknown,124651,7,single,child,black,male,0,0,25,<=50k,secondary,unknown,north america,18-25
30,private,60426,9,married,child,american indian or eskimo,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
47,government,98726,13,married or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,46-60
31,private,133861,12,divorced or separated,single,white,male,0,0,40,<=50k,associate,white collar,north america,26-35
32,self-employed,180303,13,divorced or separated,single,asian or pacific islander,male,0,0,47,<=50k,tertiary,blue collar,asia,26-35
33,private,221324,11,single,single,black,female,0,0,40,<=50k,associate,blue collar,north america,26-35
31,private,325658,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
32,private,210562,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
46,private,152249,9,married or separated,single,white,male,0,0,35,<=50k,secondary-school graduate,service,north america,46-60
29,private,178649,9,married or separated,single,white,female,0,0,20,<=50k,secondary-school graduate,service,europe,26-35
41,government,48997,9,married,male spouse,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
39,private,243409,9,married,male spouse,white,male,0,0,60,>50k,secondary-school graduate,white collar,north america,36-45
34,private,162442,9,married,female spouse,white,female,0,0,20,>50k,secondary-school graduate,white collar,north america,26-35
23,private,203078,13,single,child,black,male,0,0,24,<=50k,tertiary,white collar,north america,18-25
53,self-employed,155983,14,married,male spouse,white,male,0,0,65,>50k,tertiary,white collar,north america,46-60
45,self-employed,182677,9,married or separated,single,asian or pacific islander,male,0,0,40,<=50k,secondary-school graduate,blue collar,asia,36-45
34,unknown,170276,13,married,female spouse,white,female,0,0,10,>50k,tertiary,unknown,north america,26-35
47,private,105381,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
24,unknown,256240,4,married,child,white,male,0,0,60,<=50k,primary,unknown,north america,18-25
42,private,210275,14,divorced or separated,single,black,female,4687,0,35,>50k,tertiary,white collar,north america,36-45
53,private,150980,10,married,male spouse,white,male,3137,0,40,<=50k,some college,blue collar,north america,46-60
38,self-employed,141584,9,divorced or separated,single,white,male,0,0,55,<=50k,secondary-school graduate,white collar,north america,36-45
26,private,113571,9,single,single,white,male,0,0,70,<=50k,secondary-school graduate,blue collar,north america,26-35
18,private,154089,7,single,child,white,male,0,0,20,<=50k,secondary,blue collar,north america,<18
43,private,50197,6,divorced or separated,single,black,female,0,0,40,<=50k,secondary,service,north america,36-45
26,private,132572,13,single,child,black,female,0,0,32,<=50k,tertiary,white collar,north america,26-35
47,private,238185,13,divorced or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,46-60
26,private,112754,11,married,male spouse,white,male,0,0,65,>50k,associate,blue collar,north america,26-35
21,unknown,357029,10,married,female spouse,black,female,2105,0,20,<=50k,some college,unknown,north america,18-25
32,government,213389,10,divorced or separated,single,white,female,0,1726,38,<=50k,some college,service,north america,26-35
48,self-employed,287647,16,married,male spouse,white,male,7688,0,55,>50k,tertiary,white collar,north america,46-60
39,private,150061,14,divorced or separated,single,black,female,15020,0,60,>50k,tertiary,white collar,north america,36-45
58,self-employed,143266,13,married,male spouse,white,male,0,0,40,<=50k,tertiary,white collar,north america,46-60
55,self-employed,68006,4,single,extended relative,white,female,0,0,60,<=50k,primary,service,north america,46-60
40,private,287079,9,single,single,white,male,0,0,55,<=50k,secondary-school graduate,blue collar,north america,36-45
33,private,223212,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
74,self-employed,173929,16,married or separated,single,white,male,0,0,25,>50k,tertiary,white collar,north america,61-75
49,self-employed,182211,9,widowed,single,white,male,0,0,55,<=50k,secondary-school graduate,blue collar,north america,46-60
56,self-employed,62539,7,widowed,single,white,female,0,0,65,>50k,secondary,service,europe,46-60
29,private,157612,13,single,single,white,female,14344,0,40,>50k,tertiary,white collar,north america,26-35
25,private,305472,12,single,child,black,male,0,0,48,<=50k,associate,blue collar,north america,18-25
57,private,548256,8,married,male spouse,black,male,0,0,40,<=50k,secondary,white collar,north america,46-60
29,private,40295,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
28,private,112403,9,single,single,white,male,2354,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
59,private,31137,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,46-60
30,private,116138,13,single,single,white,male,27828,0,60,>50k,tertiary,white collar,north america,26-35
28,unknown,127833,9,single,single,black,female,0,0,40,<=50k,secondary-school graduate,unknown,north america,26-35
19,private,201743,10,single,child,white,female,0,0,20,<=50k,some college,service,north america,18-25
40,private,240027,10,single,single,black,female,0,0,45,<=50k,some college,white collar,north america,36-45
28,private,129882,10,single,single,black,female,0,0,40,<=50k,some college,white collar,north america,26-35
48,unknown,355890,13,married,male spouse,white,male,0,0,55,>50k,tertiary,unknown,north america,46-60
58,private,136841,13,married,female spouse,white,female,99999,0,35,>50k,tertiary,white collar,north america,46-60
75,unknown,35724,9,widowed,single,white,female,0,0,8,<=50k,secondary-school graduate,unknown,north america,61-75
24,government,42251,13,single,single,white,female,0,0,30,<=50k,tertiary,white collar,north america,18-25
31,private,113838,9,married,male spouse,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,north america,26-35
28,self-employed,282398,9,divorced or separated,single,white,male,0,0,35,<=50k,secondary-school graduate,blue collar,north america,26-35
41,private,33331,9,married,male spouse,white,male,0,0,45,<=50k,secondary-school graduate,blue collar,north america,36-45
23,government,41031,10,single,single,white,female,0,0,35,<=50k,some college,white collar,north america,18-25
46,private,155489,9,married,male spouse,white,male,0,0,43,>50k,secondary-school graduate,blue collar,north america,46-60
33,private,53042,8,single,child,black,male,0,0,40,<=50k,secondary,blue collar,north america,26-35
34,private,174789,10,married,male spouse,white,male,0,0,50,<=50k,some college,service,north america,26-35
47,government,203067,13,divorced or separated,single,white,male,0,0,50,<=50k,tertiary,white collar,north america,46-60
81,private,177408,9,married,male spouse,white,male,0,2377,26,>50k,secondary-school graduate,white collar,north america,76+
45,private,216626,9,widowed,single,other,male,0,0,40,<=50k,secondary-school graduate,blue collar,south america,36-45
35,private,93034,9,single,single,asian or pacific islander,male,0,0,40,<=50k,secondary-school graduate,blue collar,asia,26-35
59,self-employed,188003,13,widowed,single,white,female,0,0,50,>50k,tertiary,white collar,north america,46-60
46,government,65535,13,married,male spouse,white,male,0,0,48,>50k,tertiary,white collar,north america,46-60
39,private,366757,9,married,male spouse,white,male,0,0,35,<=50k,secondary-school graduate,blue collar,north america,36-45
23,private,414545,10,single,child,black,male,0,0,40,<=50k,some college,blue collar,north america,18-25
25,private,295919,12,single,single,white,female,0,0,40,<=50k,associate,white collar,north america,18-25
37,private,34378,2,single,single,white,male,0,0,40,<=50k,primary,service,north america,36-45
49,self-employed,58359,10,married,male spouse,white,male,15024,0,50,>50k,some college,white collar,north america,46-60
25,private,476334,9,married,male spouse,white,male,0,0,48,<=50k,secondary-school graduate,white collar,north america,18-25
32,private,255424,13,married,male spouse,white,male,0,0,60,>50k,tertiary,white collar,north america,26-35
34,government,175856,10,single,single,white,male,0,0,40,<=50k,some college,blue collar,north america,26-35
40,private,124692,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,36-45
33,private,118551,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
78,unknown,292019,4,married,male spouse,white,male,0,0,20,<=50k,primary,unknown,north america,76+
31,private,288566,13,married,male spouse,white,male,0,0,43,>50k,tertiary,white collar,north america,26-35
61,private,137733,10,divorced or separated,single,white,male,0,0,25,<=50k,some college,service,north america,61-75
22,private,39432,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
29,private,138537,11,married,male spouse,asian or pacific islander,male,0,0,40,<=50k,associate,blue collar,asia,26-35
37,private,709445,9,divorced or separated,extended relative,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
